end_date,n_assets,n_edges,density,is_dag,dag_depth,n_roots,n_leaves,rebalance,method,window
2009-09-02,99,677,0.06977942692228406,True,58,5,8,2009-09-02,dynotears,504
2009-10-02,99,683,0.07039785611214183,True,42,5,9,2009-10-02,dynotears,504
2009-11-02,99,647,0.06668728097299526,True,41,6,11,2009-11-02,dynotears,504
2009-12-02,99,684,0.07050092764378478,True,44,6,11,2009-12-02,dynotears,504
2010-01-04,99,661,0.0681302824159967,True,46,6,11,2010-01-04,dynotears,504
2010-02-03,99,707,0.07287157287157287,True,41,6,12,2010-02-03,dynotears,504
2010-03-05,99,643,0.06627499484642342,True,46,6,8,2010-03-05,dynotears,504
2010-04-06,99,702,0.07235621521335807,True,50,5,7,2010-04-06,dynotears,504
2010-05-05,99,637,0.06565656565656566,True,38,6,9,2010-05-05,dynotears,504
2010-06-04,99,718,0.07400535971964543,True,53,5,8,2010-06-04,dynotears,504
2010-07-06,99,736,0.07586064728921872,True,46,7,7,2010-07-06,dynotears,504
2010-08-04,99,660,0.06802721088435375,True,45,6,7,2010-08-04,dynotears,504
2010-09-02,99,698,0.07194392908678623,True,57,6,7,2010-09-02,dynotears,504
2010-10-04,99,674,0.06947021232735519,True,56,7,7,2010-10-04,dynotears,504
2010-11-02,99,652,0.06720263863121007,True,55,6,7,2010-11-02,dynotears,504
2010-12-02,99,621,0.0640074211502783,True,52,6,9,2010-12-02,dynotears,504
2011-01-03,99,659,0.06792413935271079,True,56,6,8,2011-01-03,dynotears,504
2011-02-02,99,626,0.0645227788084931,True,46,7,8,2011-02-02,dynotears,504
2011-03-04,99,640,0.06596578025149454,True,47,6,10,2011-03-04,dynotears,504
2011-04-04,99,626,0.0645227788084931,True,51,7,10,2011-04-04,dynotears,504
2011-05-04,99,680,0.07008864151721295,True,56,5,10,2011-05-04,dynotears,504
2011-06-03,99,700,0.07215007215007214,True,57,5,8,2011-06-03,dynotears,504
2011-07-05,99,621,0.0640074211502783,True,52,6,10,2011-07-05,dynotears,504
2011-08-03,99,626,0.0645227788084931,True,45,6,8,2011-08-03,dynotears,504
2011-09-01,99,680,0.07008864151721295,True,55,6,7,2011-09-01,dynotears,504
2011-10-03,99,723,0.07452071737786023,True,49,5,8,2011-10-03,dynotears,504
2011-11-01,99,606,0.06246134817563389,True,48,6,12,2011-11-01,dynotears,504
2011-12-01,99,686,0.0707070707070707,True,51,5,10,2011-12-01,dynotears,504
2012-01-03,99,650,0.06699649556792414,True,52,5,8,2012-01-03,dynotears,504
2012-02-02,99,741,0.07637600494743352,True,54,5,8,2012-02-02,dynotears,504
2012-03-05,99,689,0.07101628530199959,True,59,5,9,2012-03-05,dynotears,504
2012-04-03,99,674,0.06947021232735519,True,50,5,11,2012-04-03,dynotears,504
2012-05-03,99,701,0.0722531436817151,True,51,5,7,2012-05-03,dynotears,504
2012-06-04,99,699,0.0720470006184292,True,62,3,7,2012-06-04,dynotears,504
2012-07-03,99,689,0.07101628530199959,True,48,3,8,2012-07-03,dynotears,504
2012-08-02,99,689,0.07101628530199959,True,48,3,12,2012-08-02,dynotears,504
2012-08-31,99,771,0.07946815089672232,True,48,3,8,2012-08-31,dynotears,504
2012-10-02,99,652,0.06720263863121007,True,50,3,9,2012-10-02,dynotears,504
2012-11-02,99,743,0.07658214801071944,True,53,3,6,2012-11-02,dynotears,504
2012-12-04,99,731,0.07534528963100391,True,55,3,6,2012-12-04,dynotears,504
2013-01-04,99,715,0.07369614512471655,True,43,2,5,2013-01-04,dynotears,504
2013-02-05,99,716,0.07379921665635951,True,54,2,7,2013-02-05,dynotears,504
2013-03-07,99,687,0.07081014223871367,True,53,2,5,2013-03-07,dynotears,504
2013-04-08,99,611,0.06297670583384869,True,39,2,7,2013-04-08,dynotears,504
2013-05-07,99,680,0.07008864151721295,True,44,2,9,2013-05-07,dynotears,504
2013-06-06,99,728,0.07503607503607504,True,46,2,8,2013-06-06,dynotears,504
2013-07-08,99,745,0.07678829107400537,True,55,2,8,2013-07-08,dynotears,504
2013-08-06,99,713,0.07349000206143064,True,51,1,7,2013-08-06,dynotears,504
2013-09-05,99,707,0.07287157287157287,True,52,1,4,2013-09-05,dynotears,504
2013-10-04,99,696,0.07173778602350031,True,51,1,7,2013-10-04,dynotears,504
2013-11-04,99,711,0.07328385899814471,True,45,1,5,2013-11-04,dynotears,504
2013-12-04,99,650,0.06699649556792414,True,43,1,7,2013-12-04,dynotears,504
2014-01-06,99,670,0.06905792620078334,True,47,1,7,2014-01-06,dynotears,504
2014-02-05,99,684,0.07050092764378478,True,48,1,7,2014-02-05,dynotears,504
2014-03-07,99,668,0.06885178313749743,True,53,1,8,2014-03-07,dynotears,504
2014-04-07,99,640,0.06596578025149454,True,49,1,6,2014-04-07,dynotears,504
2014-05-07,99,690,0.07111935683364255,True,41,1,6,2014-05-07,dynotears,504
2014-06-06,99,687,0.07081014223871367,True,52,1,6,2014-06-06,dynotears,504
2014-07-08,99,677,0.06977942692228406,True,42,1,8,2014-07-08,dynotears,504
2014-08-06,99,712,0.07338693052978768,True,51,1,4,2014-08-06,dynotears,504
2014-09-05,99,694,0.07153164296021439,True,55,1,4,2014-09-05,dynotears,504
2014-10-06,99,699,0.0720470006184292,True,47,1,4,2014-10-06,dynotears,504
2014-11-04,99,627,0.06462585034013606,True,55,1,6,2014-11-04,dynotears,504
2014-12-04,99,701,0.0722531436817151,True,54,2,5,2014-12-04,dynotears,504
2015-01-06,99,608,0.0626674912389198,True,46,3,7,2015-01-06,dynotears,504
2015-02-05,99,657,0.06771799628942486,True,56,1,5,2015-02-05,dynotears,504
2015-03-09,99,666,0.0686456400742115,True,49,2,6,2015-03-09,dynotears,504
2015-04-08,99,562,0.05792620078334364,True,46,2,5,2015-04-08,dynotears,504
2015-05-07,99,674,0.06947021232735519,True,44,1,5,2015-05-07,dynotears,504
2015-06-08,99,724,0.07462378890950319,True,46,1,6,2015-06-08,dynotears,504
2015-07-08,99,664,0.06843949701092558,True,59,1,8,2015-07-08,dynotears,504
2015-08-06,99,606,0.06246134817563389,True,46,1,6,2015-08-06,dynotears,504
2015-09-04,99,617,0.06359513502370645,True,51,1,6,2015-09-04,dynotears,504
2015-10-06,99,654,0.06740878169449598,True,47,1,6,2015-10-06,dynotears,504
2015-11-04,99,680,0.07008864151721295,True,43,1,2,2015-11-04,dynotears,504
2015-12-04,99,605,0.06235827664399093,True,54,1,4,2015-12-04,dynotears,504
2016-01-06,99,710,0.07318078746650175,True,53,1,4,2016-01-06,dynotears,504
2016-02-05,99,698,0.07194392908678623,True,49,2,3,2016-02-05,dynotears,504
2016-03-08,99,644,0.06637806637806638,True,51,1,5,2016-03-08,dynotears,504
2016-04-07,99,679,0.06998556998556998,True,51,1,5,2016-04-07,dynotears,504
2016-05-06,99,659,0.06792413935271079,True,56,2,5,2016-05-06,dynotears,504
2016-06-07,99,656,0.0676149247577819,True,53,1,5,2016-06-07,dynotears,504
2016-07-07,99,704,0.07256235827664399,True,54,1,5,2016-07-07,dynotears,504
2016-08-05,99,672,0.06926406926406926,True,57,1,6,2016-08-05,dynotears,504
2016-09-06,99,657,0.06771799628942486,True,70,1,7,2016-09-06,dynotears,504
2016-10-05,99,673,0.06936714079571223,True,50,1,6,2016-10-05,dynotears,504
2016-11-03,99,699,0.0720470006184292,True,53,1,6,2016-11-03,dynotears,504
2016-12-05,99,673,0.06936714079571223,True,46,1,5,2016-12-05,dynotears,504
2017-01-05,99,698,0.07194392908678623,True,46,2,6,2017-01-05,dynotears,504
2017-02-06,99,686,0.0707070707070707,True,57,2,9,2017-02-06,dynotears,504
2017-03-08,99,664,0.06843949701092558,True,60,2,4,2017-03-08,dynotears,504
2017-04-06,99,668,0.06885178313749743,True,47,2,7,2017-04-06,dynotears,504
2017-05-08,99,661,0.0681302824159967,True,43,3,6,2017-05-08,dynotears,504
2017-06-07,99,655,0.06751185322613894,True,56,3,6,2017-06-07,dynotears,504
2017-07-07,99,673,0.06936714079571223,True,65,2,7,2017-07-07,dynotears,504
2017-08-07,99,705,0.07266542980828695,True,61,2,8,2017-08-07,dynotears,504
2017-09-06,99,697,0.07184085755514327,True,52,2,5,2017-09-06,dynotears,504
2017-10-05,99,776,0.07998350855493713,True,56,2,7,2017-10-05,dynotears,504
2017-11-03,99,648,0.06679035250463822,True,61,2,5,2017-11-03,dynotears,504
2017-12-05,99,669,0.06895485466914038,True,46,3,7,2017-12-05,dynotears,504
2018-01-05,99,675,0.06957328385899815,True,56,2,5,2018-01-05,dynotears,504
2018-02-06,99,653,0.06730571016285301,True,48,2,9,2018-02-06,dynotears,504
2018-03-08,99,636,0.0655534941249227,True,48,2,8,2018-03-08,dynotears,504
2018-04-09,99,665,0.06854256854256854,True,47,2,9,2018-04-09,dynotears,504
2018-05-08,99,707,0.07287157287157287,True,50,2,7,2018-05-08,dynotears,504
2018-06-07,99,715,0.07369614512471655,True,52,3,8,2018-06-07,dynotears,504
2018-07-09,99,676,0.0696763553906411,True,54,4,7,2018-07-09,dynotears,504
2018-08-07,99,698,0.07194392908678623,True,47,2,8,2018-08-07,dynotears,504
2018-09-06,99,656,0.0676149247577819,True,47,2,10,2018-09-06,dynotears,504
2018-10-05,99,637,0.06565656565656566,True,56,2,7,2018-10-05,dynotears,504
2018-11-05,99,671,0.0691609977324263,True,51,2,6,2018-11-05,dynotears,504
2018-12-06,99,659,0.06792413935271079,True,44,2,9,2018-12-06,dynotears,504
2019-01-08,99,693,0.07142857142857142,True,54,1,8,2019-01-08,dynotears,504
2019-02-07,99,679,0.06998556998556998,True,54,1,3,2019-02-07,dynotears,504
2019-03-11,99,715,0.07369614512471655,True,57,1,5,2019-03-11,dynotears,504
2019-04-09,99,703,0.07245928674500103,True,59,1,6,2019-04-09,dynotears,504
2019-05-09,99,710,0.07318078746650175,True,52,1,4,2019-05-09,dynotears,504
2019-06-10,99,691,0.07122242836528551,True,54,1,4,2019-06-10,dynotears,504
2019-07-10,99,677,0.06977942692228406,True,54,1,7,2019-07-10,dynotears,504
2019-08-08,99,727,0.07493300350443208,True,56,1,5,2019-08-08,dynotears,504
2019-09-09,99,675,0.06957328385899815,True,51,1,6,2019-09-09,dynotears,504
2019-10-08,99,650,0.06699649556792414,True,47,1,5,2019-10-08,dynotears,504
2019-11-06,99,666,0.0686456400742115,True,50,1,8,2019-11-06,dynotears,504
2019-12-06,99,661,0.0681302824159967,True,50,1,7,2019-12-06,dynotears,504
2020-01-08,99,680,0.07008864151721295,True,48,3,6,2020-01-08,dynotears,504
2020-02-07,99,730,0.07524221809936095,True,53,1,7,2020-02-07,dynotears,504
2020-03-10,99,657,0.06771799628942486,True,49,1,6,2020-03-10,dynotears,504
2020-04-08,99,730,0.07524221809936095,True,63,1,5,2020-04-08,dynotears,504
2020-05-08,99,684,0.07050092764378478,True,48,1,7,2020-05-08,dynotears,504
2020-06-09,99,655,0.06751185322613894,True,50,2,7,2020-06-09,dynotears,504
2020-07-09,99,685,0.07060399917542774,True,60,1,6,2020-07-09,dynotears,504
2020-08-07,99,599,0.06173984745413317,True,46,1,7,2020-08-07,dynotears,504
2020-09-08,99,689,0.07101628530199959,True,52,1,6,2020-09-08,dynotears,504
2020-10-07,99,686,0.0707070707070707,True,45,1,7,2020-10-07,dynotears,504
2020-11-05,99,694,0.07153164296021439,True,54,1,4,2020-11-05,dynotears,504
2020-12-07,99,655,0.06751185322613894,True,44,1,5,2020-12-07,dynotears,504
2021-01-07,99,616,0.06349206349206349,True,44,1,6,2021-01-07,dynotears,504
2021-02-08,99,689,0.07101628530199959,True,56,1,3,2021-02-08,dynotears,504
2021-03-10,99,672,0.06926406926406926,True,55,1,4,2021-03-10,dynotears,504
2021-04-09,99,676,0.0696763553906411,True,47,2,6,2021-04-09,dynotears,504
2021-05-10,99,761,0.07843743558029272,True,54,1,1,2021-05-10,dynotears,504
2021-06-09,99,718,0.07400535971964543,True,57,1,5,2021-06-09,dynotears,504
2021-07-09,99,728,0.07503607503607504,True,62,1,7,2021-07-09,dynotears,504
2021-08-09,99,644,0.06637806637806638,True,52,2,4,2021-08-09,dynotears,504
2021-09-08,99,684,0.07050092764378478,True,57,1,5,2021-09-08,dynotears,504
2021-10-07,99,711,0.07328385899814471,True,52,1,5,2021-10-07,dynotears,504
2021-11-05,99,708,0.07297464440321583,True,55,2,3,2021-11-05,dynotears,504
2021-12-07,99,714,0.0735930735930736,True,50,2,3,2021-12-07,dynotears,504
2022-01-06,99,658,0.06782106782106782,True,54,1,3,2022-01-06,dynotears,504
2022-02-07,99,651,0.0670995670995671,True,54,1,5,2022-02-07,dynotears,504
2022-03-09,99,714,0.0735930735930736,True,66,1,6,2022-03-09,dynotears,504
2022-04-07,99,702,0.07235621521335807,True,54,1,5,2022-04-07,dynotears,504
2022-05-09,99,719,0.0741084312512884,True,50,1,5,2022-05-09,dynotears,504
2022-06-08,99,684,0.07050092764378478,True,46,1,4,2022-06-08,dynotears,504
2022-07-11,99,674,0.06947021232735519,True,52,2,3,2022-07-11,dynotears,504
2022-08-09,99,712,0.07338693052978768,True,57,1,3,2022-08-09,dynotears,504
2022-09-08,99,685,0.07060399917542774,True,51,2,7,2022-09-08,dynotears,504
2022-10-07,99,706,0.07276850133992992,True,62,1,5,2022-10-07,dynotears,504
2022-11-07,99,698,0.07194392908678623,True,49,1,7,2022-11-07,dynotears,504
2022-12-07,99,674,0.06947021232735519,True,51,3,6,2022-12-07,dynotears,504
2023-01-09,99,676,0.0696763553906411,True,57,2,6,2023-01-09,dynotears,504
2023-02-08,99,631,0.06503813646670789,True,49,3,4,2023-02-08,dynotears,504
2023-03-10,99,674,0.06947021232735519,True,53,2,4,2023-03-10,dynotears,504
2023-04-11,99,690,0.07111935683364255,True,50,2,5,2023-04-11,dynotears,504
2023-05-10,99,692,0.07132549989692846,True,44,1,5,2023-05-10,dynotears,504
2023-06-09,99,704,0.07256235827664399,True,50,1,7,2023-06-09,dynotears,504
2023-07-12,99,658,0.06782106782106782,True,48,1,7,2023-07-12,dynotears,504
2023-08-10,99,675,0.06957328385899815,True,40,2,6,2023-08-10,dynotears,504
2023-09-11,99,688,0.07091321377035663,True,41,1,6,2023-09-11,dynotears,504
2023-10-10,99,603,0.06215213358070501,True,49,2,8,2023-10-10,dynotears,504
2023-11-08,99,635,0.06545042259327974,True,51,2,4,2023-11-08,dynotears,504
2023-12-08,99,638,0.06575963718820861,True,47,2,5,2023-12-08,dynotears,504
2024-01-10,99,626,0.0645227788084931,True,61,2,4,2024-01-10,dynotears,504
2024-02-09,99,613,0.06318284889713462,True,47,1,11,2024-02-09,dynotears,504
2024-03-12,99,676,0.0696763553906411,True,48,1,7,2024-03-12,dynotears,504
2024-04-11,99,655,0.06751185322613894,True,62,1,6,2024-04-11,dynotears,504
2024-05-10,99,644,0.06637806637806638,True,55,2,5,2024-05-10,dynotears,504
2024-06-11,99,711,0.07328385899814471,True,56,1,3,2024-06-11,dynotears,504
2024-07-12,99,648,0.06679035250463822,True,46,2,7,2024-07-12,dynotears,504
2024-08-12,99,680,0.07008864151721295,True,50,1,8,2024-08-12,dynotears,504
2024-09-11,99,686,0.0707070707070707,True,60,1,5,2024-09-11,dynotears,504
2024-10-10,99,684,0.07050092764378478,True,52,1,4,2024-10-10,dynotears,504
2024-11-08,99,647,0.06668728097299526,True,45,1,4,2024-11-08,dynotears,504
2007-01-03,99,2784,0.28695114409400124,True,53,11,7,2007-01-03,varlingam,189
2007-02-02,99,2819,0.29055864770150486,True,55,10,7,2007-02-02,varlingam,189
2007-03-06,99,2818,0.2904555761698619,True,55,9,7,2007-03-06,varlingam,189
2007-04-04,99,2889,0.29777365491651203,True,58,11,7,2007-04-04,varlingam,189
2007-05-04,99,2802,0.2888064316635745,True,54,9,6,2007-05-04,varlingam,189
2007-06-05,99,2794,0.28798185941043086,True,59,10,9,2007-06-05,varlingam,189
2007-07-05,99,2828,0.29148629148629146,True,57,10,8,2007-07-05,varlingam,189
2007-08-03,99,2846,0.2933415790558648,True,52,8,7,2007-08-03,varlingam,189
2007-09-04,99,2807,0.2893217893217893,True,55,9,7,2007-09-04,varlingam,189
2007-10-03,99,2763,0.2847866419294991,True,53,9,7,2007-10-03,varlingam,189
2007-11-01,99,2761,0.28458049886621317,True,58,8,7,2007-11-01,varlingam,189
2007-12-03,99,2749,0.2833436404864976,True,60,7,8,2007-12-03,varlingam,189
2008-01-03,99,2799,0.2884972170686456,True,54,7,7,2008-01-03,varlingam,189
2008-02-04,99,2732,0.28159142444856733,True,57,7,7,2008-02-04,varlingam,189
2008-03-05,99,2756,0.28406514120799836,True,62,7,7,2008-03-05,varlingam,189
2008-04-04,99,2894,0.29828901257472684,True,59,6,6,2008-04-04,varlingam,189
2008-05-05,99,2875,0.2963306534735106,True,58,6,6,2008-05-05,varlingam,189
2008-06-04,99,3016,0.310863739435168,True,61,6,5,2008-06-04,varlingam,189
2008-07-03,99,2900,0.2989074417645846,True,57,5,5,2008-07-03,varlingam,189
2008-08-04,99,2966,0.30571016285302,True,60,5,6,2008-08-04,varlingam,189
2008-09-03,99,2877,0.29653679653679654,True,55,6,6,2008-09-03,varlingam,189
2008-10-02,99,2895,0.2983920841063698,True,65,5,5,2008-10-02,varlingam,189
2008-10-31,99,2675,0.27571634714491855,True,55,6,5,2008-10-31,varlingam,189
2008-12-02,99,2678,0.27602556173984744,True,57,6,5,2008-12-02,varlingam,189
2009-01-02,99,2739,0.282312925170068,True,55,6,5,2009-01-02,varlingam,189
2009-02-03,99,2665,0.274685631828489,True,62,5,6,2009-02-03,varlingam,189
2009-03-05,99,2791,0.287672644815502,True,60,5,5,2009-03-05,varlingam,189
2009-04-03,99,2824,0.29107400535971967,True,59,6,6,2009-04-03,varlingam,189
2009-05-05,99,2824,0.29107400535971967,True,54,7,5,2009-05-05,varlingam,189
2009-06-04,99,2814,0.29004329004329005,True,56,5,5,2009-06-04,varlingam,189
2009-07-06,99,2801,0.28870336013193154,True,56,6,5,2009-07-06,varlingam,189
2009-08-04,99,2903,0.2992166563595135,True,56,5,5,2009-08-04,varlingam,189
2009-09-02,99,2846,0.2933415790558648,True,55,5,6,2009-09-02,varlingam,189
2009-10-02,99,2873,0.2961245104102247,True,57,6,6,2009-10-02,varlingam,189
2009-11-02,99,2893,0.2981859410430839,True,62,6,5,2009-11-02,varlingam,189
2009-12-02,99,2883,0.2971552257266543,True,60,6,5,2009-12-02,varlingam,189
2010-01-04,99,2814,0.29004329004329005,True,60,7,5,2010-01-04,varlingam,189
2010-02-03,99,2842,0.29292929292929293,True,56,7,6,2010-02-03,varlingam,189
2010-03-05,99,2732,0.28159142444856733,True,55,9,7,2010-03-05,varlingam,189
2010-04-06,99,2761,0.28458049886621317,True,58,9,7,2010-04-06,varlingam,189
2010-05-05,99,2753,0.2837559266130695,True,58,8,7,2010-05-05,varlingam,189
2010-06-04,99,2817,0.29035250463821893,True,56,8,8,2010-06-04,varlingam,189
2010-07-06,99,2698,0.2780869923727067,True,47,9,8,2010-07-06,varlingam,189
2010-08-04,99,2696,0.27788084930942075,True,54,7,7,2010-08-04,varlingam,189
2010-09-02,99,2742,0.2826221397649969,True,54,7,8,2010-09-02,varlingam,189
2010-10-04,99,2768,0.28530199958771385,True,58,6,6,2010-10-04,varlingam,189
2010-11-02,99,2753,0.2837559266130695,True,59,6,6,2010-11-02,varlingam,189
2010-12-02,99,2951,0.30416408987837557,True,62,5,6,2010-12-02,varlingam,189
2011-01-03,99,2914,0.3003504432075861,True,62,6,5,2011-01-03,varlingam,189
2011-02-02,99,2904,0.29931972789115646,True,64,7,5,2011-02-02,varlingam,189
2011-03-04,99,2971,0.3062255205112348,True,60,8,5,2011-03-04,varlingam,189
2011-04-04,99,2951,0.30416408987837557,True,54,7,5,2011-04-04,varlingam,189
2011-05-04,99,2919,0.3008658008658009,True,56,8,6,2011-05-04,varlingam,189
2011-06-03,99,3010,0.31024531024531027,True,58,8,5,2011-06-03,varlingam,189
2011-07-05,99,2905,0.2994227994227994,True,61,6,5,2011-07-05,varlingam,189
2011-08-03,99,2959,0.30498866213151926,True,54,6,6,2011-08-03,varlingam,189
2011-09-01,99,2859,0.2946815089672232,True,63,6,6,2011-09-01,varlingam,189
2011-10-03,99,2788,0.2873634302205731,True,59,6,5,2011-10-03,varlingam,189
2011-11-01,99,2772,0.2857142857142857,True,52,6,5,2011-11-01,varlingam,189
2011-12-01,99,2723,0.28066378066378067,True,53,6,5,2011-12-01,varlingam,189
2012-01-03,99,2756,0.28406514120799836,True,61,5,5,2012-01-03,varlingam,189
2012-02-02,99,2748,0.28324056895485467,True,54,5,6,2012-02-02,varlingam,189
2012-03-05,99,2785,0.2870542156256442,True,55,5,5,2012-03-05,varlingam,189
2012-04-03,99,2756,0.28406514120799836,True,57,5,6,2012-04-03,varlingam,189
2012-05-03,99,2874,0.29622758194186766,True,60,4,4,2012-05-03,varlingam,189
2012-06-04,99,3093,0.31880024737167595,True,55,4,5,2012-06-04,varlingam,189
2012-07-03,99,3051,0.3144712430426716,True,60,4,4,2012-07-03,varlingam,189
2012-08-02,99,3067,0.316120387548959,True,59,4,3,2012-08-02,varlingam,189
2012-08-31,99,3137,0.32333539476396617,True,64,4,3,2012-08-31,varlingam,189
2012-10-02,99,3177,0.3274582560296846,True,60,5,3,2012-10-02,varlingam,189
2012-11-02,99,3242,0.334157905586477,True,64,4,4,2012-11-02,varlingam,189
2012-12-04,99,3104,0.31993403421974853,True,66,4,3,2012-12-04,varlingam,189
2013-01-04,99,3196,0.32941661513090087,True,60,3,2,2013-01-04,varlingam,189
2013-02-05,99,3218,0.331684188827046,True,65,5,2,2013-02-05,varlingam,189
2013-03-07,99,3265,0.3365285508142651,True,64,4,3,2013-03-07,varlingam,189
2013-04-08,99,3254,0.33539476396619256,True,63,4,2,2013-04-08,varlingam,189
2013-05-07,99,3323,0.34250669964955677,True,63,4,3,2013-05-07,varlingam,189
2013-06-06,99,3242,0.334157905586477,True,61,4,2,2013-06-06,varlingam,189
2013-07-08,99,3206,0.33044733044733043,True,62,4,2,2013-07-08,varlingam,189
2013-08-06,99,3319,0.342094413522985,True,69,3,2,2013-08-06,varlingam,189
2013-09-05,99,3294,0.3395176252319109,True,65,2,1,2013-09-05,varlingam,189
2013-10-04,99,3222,0.3320964749536178,True,64,4,2,2013-10-04,varlingam,189
2013-11-04,99,3311,0.3412698412698413,True,71,2,1,2013-11-04,varlingam,189
2013-12-04,99,3315,0.3416821273964131,True,74,2,1,2013-12-04,varlingam,189
2014-01-06,99,3355,0.3458049886621315,True,72,2,1,2014-01-06,varlingam,189
2014-02-05,99,3360,0.3463203463203463,True,70,2,1,2014-02-05,varlingam,189
2014-03-07,99,3312,0.34137291280148424,True,67,3,2,2014-03-07,varlingam,189
2014-04-07,99,3352,0.34549577406720267,True,72,2,1,2014-04-07,varlingam,189
2014-05-07,99,3369,0.34724799010513296,True,60,3,2,2014-05-07,varlingam,189
2014-06-06,99,3327,0.3429189857761286,True,74,2,1,2014-06-06,varlingam,189
2014-07-08,99,3351,0.3453927025355597,True,69,2,1,2014-07-08,varlingam,189
2014-08-06,99,3407,0.35116470830756547,True,74,1,1,2014-08-06,varlingam,189
2014-09-05,99,3362,0.34652648938363223,True,78,1,1,2014-09-05,varlingam,189
2014-10-06,99,3300,0.3401360544217687,True,67,2,1,2014-10-06,varlingam,189
2014-11-04,99,3367,0.34704184704184704,True,67,1,1,2014-11-04,varlingam,189
2014-12-04,99,3282,0.33828076685219544,True,69,2,1,2014-12-04,varlingam,189
2015-01-06,99,3293,0.33941455370026796,True,65,1,1,2015-01-06,varlingam,189
2015-02-05,99,3221,0.33199340342197486,True,71,2,2,2015-02-05,varlingam,189
2015-03-09,99,3273,0.3373531230674088,True,68,2,1,2015-03-09,varlingam,189
2015-04-08,99,3302,0.3403421974850546,True,71,1,1,2015-04-08,varlingam,189
2015-05-07,99,3327,0.3429189857761286,True,66,2,1,2015-05-07,varlingam,189
2015-06-08,99,3213,0.33116883116883117,True,72,3,1,2015-06-08,varlingam,189
2015-07-08,99,3389,0.34930942073799215,True,71,3,1,2015-07-08,varlingam,189
2015-08-06,99,3269,0.33694083694083693,True,73,4,2,2015-08-06,varlingam,189
2015-09-04,99,3274,0.33745619459905174,True,67,2,1,2015-09-04,varlingam,189
2015-10-06,99,3180,0.3277674706246135,True,73,2,2,2015-10-06,varlingam,189
2015-11-04,99,3228,0.3327149041434756,True,68,3,2,2015-11-04,varlingam,189
2015-12-04,99,3151,0.32477839620696763,True,59,3,2,2015-12-04,varlingam,189
2016-01-06,99,3205,0.33034425891568747,True,67,3,2,2016-01-06,varlingam,189
2016-02-05,99,3070,0.3164296021438879,True,60,3,2,2016-02-05,varlingam,189
2016-03-08,99,3165,0.3262213976499691,True,69,2,2,2016-03-08,varlingam,189
2016-04-07,99,3135,0.3231292517006803,True,63,3,2,2016-04-07,varlingam,189
2016-05-06,99,3097,0.3192125334982478,True,63,3,2,2016-05-06,varlingam,189
2016-06-07,99,3190,0.3287981859410431,True,61,3,3,2016-06-07,varlingam,189
2016-07-07,99,3114,0.3209647495361781,True,60,3,2,2016-07-07,varlingam,189
2016-08-05,99,3138,0.32343846629560913,True,69,3,3,2016-08-05,varlingam,189
2016-09-06,99,3149,0.3245722531436817,True,62,2,2,2016-09-06,varlingam,189
2016-10-05,99,3225,0.3324056895485467,True,66,3,2,2016-10-05,varlingam,189
2016-11-03,99,3180,0.3277674706246135,True,60,2,2,2016-11-03,varlingam,189
2016-12-05,99,3198,0.32962275819418674,True,55,4,3,2016-12-05,varlingam,189
2017-01-05,99,3238,0.33374561945990516,True,63,3,2,2017-01-05,varlingam,189
2017-02-06,99,3142,0.323850752422181,True,62,4,2,2017-02-06,varlingam,189
2017-03-08,99,3169,0.3266336837765409,True,60,5,3,2017-03-08,varlingam,189
2017-04-06,99,3242,0.334157905586477,True,59,4,2,2017-04-06,varlingam,189
2017-05-08,99,3211,0.33096268810554524,True,60,3,3,2017-05-08,varlingam,189
2017-06-07,99,3252,0.33518862090290663,True,67,3,2,2017-06-07,varlingam,189
2017-07-07,99,3252,0.33518862090290663,True,62,3,2,2017-07-07,varlingam,189
2017-08-07,99,3209,0.3307565450422593,True,63,3,2,2017-08-07,varlingam,189
2017-09-06,99,3204,0.3302411873840445,True,58,5,3,2017-09-06,varlingam,189
2017-10-05,99,3241,0.33405483405483405,True,64,5,2,2017-10-05,varlingam,189
2017-11-03,99,3231,0.33302411873840443,True,59,4,2,2017-11-03,varlingam,189
2017-12-05,99,3248,0.3347763347763348,True,61,4,2,2017-12-05,varlingam,189
2018-01-05,99,3304,0.34054834054834054,True,67,4,2,2018-01-05,varlingam,189
2018-02-06,99,3228,0.3327149041434756,True,65,4,2,2018-02-06,varlingam,189
2018-03-08,99,3251,0.33508554937126367,True,57,3,2,2018-03-08,varlingam,189
2018-04-09,99,3138,0.32343846629560913,True,57,3,2,2018-04-09,varlingam,189
2018-05-08,99,3250,0.3349824778396207,True,61,4,3,2018-05-08,varlingam,189
2018-06-07,99,3200,0.32982890125747266,True,58,3,2,2018-06-07,varlingam,189
2018-07-09,99,3191,0.32890125747268606,True,62,4,2,2018-07-09,varlingam,189
2018-08-07,99,3239,0.3338486909915481,True,66,4,3,2018-08-07,varlingam,189
2018-09-06,99,3234,0.3333333333333333,True,61,4,3,2018-09-06,varlingam,189
2018-10-05,99,3199,0.3297258297258297,True,61,3,2,2018-10-05,varlingam,189
2018-11-05,99,3313,0.3414759843331272,True,69,2,2,2018-11-05,varlingam,189
2018-12-06,99,3294,0.3395176252319109,True,66,2,1,2018-12-06,varlingam,189
2019-01-08,99,3281,0.3381776953205525,True,67,3,1,2019-01-08,varlingam,189
2019-02-07,99,3280,0.3380746237889095,True,65,2,1,2019-02-07,varlingam,189
