end_date,n_assets,n_edges,density,is_dag,dag_depth,n_roots,n_leaves,rebalance,method,window
2016-05-06,99,561,0.05782312925170068,True,47,4,9,2016-05-06,dynotears,252
2016-06-07,99,616,0.06349206349206349,True,60,2,8,2016-06-07,dynotears,252
2016-07-07,99,623,0.06421356421356421,True,58,2,5,2016-07-07,dynotears,252
2016-08-05,99,611,0.06297670583384869,True,40,2,4,2016-08-05,dynotears,252
2016-09-06,99,689,0.07101628530199959,True,46,2,5,2016-09-06,dynotears,252
2016-10-05,99,657,0.06771799628942486,True,45,2,6,2016-10-05,dynotears,252
2016-11-03,99,568,0.0585446299732014,True,43,2,10,2016-11-03,dynotears,252
2016-12-05,99,656,0.0676149247577819,True,42,2,7,2016-12-05,dynotears,252
2017-01-05,99,614,0.06328592042877758,True,54,2,8,2017-01-05,dynotears,252
2017-02-06,99,637,0.06565656565656566,True,48,3,8,2017-02-06,dynotears,252
2017-03-08,99,612,0.06307977736549165,True,56,3,7,2017-03-08,dynotears,252
2017-04-06,99,655,0.06751185322613894,True,43,3,4,2017-04-06,dynotears,252
2017-05-08,99,649,0.06689342403628118,True,45,2,9,2017-05-08,dynotears,252
2017-06-07,99,668,0.06885178313749743,True,44,2,7,2017-06-07,dynotears,252
2017-07-07,99,680,0.07008864151721295,True,48,3,5,2017-07-07,dynotears,252
2017-08-07,99,650,0.06699649556792414,True,52,2,5,2017-08-07,dynotears,252
2017-09-06,99,625,0.06441970727685013,True,47,3,5,2017-09-06,dynotears,252
2017-10-05,99,626,0.0645227788084931,True,50,3,5,2017-10-05,dynotears,252
2017-11-03,99,680,0.07008864151721295,True,63,2,6,2017-11-03,dynotears,252
2017-12-05,99,665,0.06854256854256854,True,52,2,5,2017-12-05,dynotears,252
2018-01-05,99,751,0.07740672026386312,True,57,2,5,2018-01-05,dynotears,252
2018-02-06,99,695,0.07163471449185735,True,58,3,4,2018-02-06,dynotears,252
2018-03-08,99,596,0.06143063285920429,True,48,3,7,2018-03-08,dynotears,252
2018-04-09,99,656,0.0676149247577819,True,55,2,7,2018-04-09,dynotears,252
2018-05-08,99,636,0.0655534941249227,True,47,3,3,2018-05-08,dynotears,252
2018-06-07,99,638,0.06575963718820861,True,61,2,5,2018-06-07,dynotears,252
2018-07-09,99,650,0.06699649556792414,True,50,2,7,2018-07-09,dynotears,252
2018-08-07,99,626,0.0645227788084931,True,45,2,7,2018-08-07,dynotears,252
2018-09-06,99,621,0.0640074211502783,True,53,2,7,2018-09-06,dynotears,252
2018-10-05,99,622,0.06411049268192125,True,41,2,7,2018-10-05,dynotears,252
2018-11-05,99,641,0.0660688517831375,True,50,1,5,2018-11-05,dynotears,252
2018-12-06,99,653,0.06730571016285301,True,57,1,4,2018-12-06,dynotears,252
2019-01-08,99,625,0.06441970727685013,True,48,1,6,2019-01-08,dynotears,252
2019-02-07,99,659,0.06792413935271079,True,56,1,3,2019-02-07,dynotears,252
2019-03-11,99,683,0.07039785611214183,True,53,1,2,2019-03-11,dynotears,252
2019-04-09,99,635,0.06545042259327974,True,37,2,6,2019-04-09,dynotears,252
2019-05-09,99,561,0.05782312925170068,True,44,2,9,2019-05-09,dynotears,252
2019-06-10,99,601,0.061945990517419086,True,44,1,8,2019-06-10,dynotears,252
2019-07-10,99,557,0.05741084312512884,True,56,1,8,2019-07-10,dynotears,252
2019-08-08,99,583,0.060090702947845805,True,51,1,8,2019-08-08,dynotears,252
2019-09-09,99,640,0.06596578025149454,True,54,1,7,2019-09-09,dynotears,252
2019-10-08,99,692,0.07132549989692846,True,58,1,4,2019-10-08,dynotears,252
2019-11-06,99,677,0.06977942692228406,True,59,1,4,2019-11-06,dynotears,252
2019-12-06,99,693,0.07142857142857142,True,53,1,6,2019-12-06,dynotears,252
2020-01-08,99,711,0.07328385899814471,True,53,1,3,2020-01-08,dynotears,252
2020-02-07,99,706,0.07276850133992992,True,59,1,2,2020-02-07,dynotears,252
2020-03-10,99,667,0.06874871160585447,True,57,1,5,2020-03-10,dynotears,252
2020-04-08,99,579,0.059678416821273964,True,51,1,8,2020-04-08,dynotears,252
2020-05-08,99,647,0.06668728097299526,True,58,1,8,2020-05-08,dynotears,252
2020-06-09,99,640,0.06596578025149454,True,51,1,6,2020-06-09,dynotears,252
2020-07-09,99,581,0.05988455988455989,True,43,1,7,2020-07-09,dynotears,252
2020-08-07,99,637,0.06565656565656566,True,55,1,5,2020-08-07,dynotears,252
2020-09-08,99,619,0.06380127808699237,True,55,1,4,2020-09-08,dynotears,252
2020-10-07,99,655,0.06751185322613894,True,64,1,3,2020-10-07,dynotears,252
2020-11-05,99,664,0.06843949701092558,True,42,2,5,2020-11-05,dynotears,252
2020-12-07,99,621,0.0640074211502783,True,51,1,6,2020-12-07,dynotears,252
2021-01-07,99,670,0.06905792620078334,True,57,1,4,2021-01-07,dynotears,252
2021-02-08,99,647,0.06668728097299526,True,44,1,5,2021-02-08,dynotears,252
2021-03-10,99,578,0.059575345289631,True,59,2,5,2021-03-10,dynotears,252
2021-04-09,99,612,0.06307977736549165,True,40,1,8,2021-04-09,dynotears,252
2021-05-10,99,689,0.07101628530199959,True,58,1,4,2021-05-10,dynotears,252
2021-06-09,99,678,0.06988249845392702,True,51,1,3,2021-06-09,dynotears,252
2021-07-09,99,724,0.07462378890950319,True,72,1,5,2021-07-09,dynotears,252
2021-08-09,99,745,0.07678829107400537,True,64,2,5,2021-08-09,dynotears,252
2021-09-08,99,636,0.0655534941249227,True,50,2,9,2021-09-08,dynotears,252
2021-10-07,99,690,0.07111935683364255,True,47,1,4,2021-10-07,dynotears,252
2021-11-05,99,656,0.0676149247577819,True,56,1,4,2021-11-05,dynotears,252
2021-12-07,99,605,0.06235827664399093,True,48,2,4,2021-12-07,dynotears,252
2022-01-06,99,638,0.06575963718820861,True,52,1,5,2022-01-06,dynotears,252
2022-02-07,99,696,0.07173778602350031,True,58,1,4,2022-02-07,dynotears,252
2022-03-09,99,656,0.0676149247577819,True,50,1,5,2022-03-09,dynotears,252
2022-04-07,99,677,0.06977942692228406,True,56,1,6,2022-04-07,dynotears,252
2022-05-09,99,677,0.06977942692228406,True,58,1,5,2022-05-09,dynotears,252
2022-06-08,99,539,0.05555555555555555,True,47,3,4,2022-06-08,dynotears,252
2022-07-11,99,640,0.06596578025149454,True,47,2,6,2022-07-11,dynotears,252
2022-08-09,99,585,0.06029684601113173,True,54,2,4,2022-08-09,dynotears,252
2022-09-08,99,630,0.06493506493506493,True,66,1,5,2022-09-08,dynotears,252
2022-10-07,99,597,0.061533704390847245,True,58,2,6,2022-10-07,dynotears,252
2022-11-07,99,600,0.06184291898577613,True,47,1,5,2022-11-07,dynotears,252
2022-12-07,99,577,0.059472273757988046,True,65,1,7,2022-12-07,dynotears,252
2023-01-09,99,572,0.05895691609977324,True,42,1,9,2023-01-09,dynotears,252
2023-02-08,99,589,0.06070913213770356,True,43,2,5,2023-02-08,dynotears,252
2023-03-10,99,581,0.05988455988455989,True,45,1,5,2023-03-10,dynotears,252
2023-04-11,99,556,0.05730777159348588,True,52,2,4,2023-04-11,dynotears,252
2023-05-10,99,620,0.06390434961863534,True,56,1,2,2023-05-10,dynotears,252
2023-06-09,99,575,0.05926613069470212,True,47,2,4,2023-06-09,dynotears,252
2023-07-12,99,689,0.07101628530199959,True,49,2,2,2023-07-12,dynotears,252
2023-08-10,99,628,0.06472892187177902,True,46,2,3,2023-08-10,dynotears,252
2023-09-11,99,649,0.06689342403628118,True,47,1,7,2023-09-11,dynotears,252
2023-10-10,99,691,0.07122242836528551,True,51,1,6,2023-10-10,dynotears,252
2023-11-08,99,673,0.06936714079571223,True,60,1,4,2023-11-08,dynotears,252
2023-12-08,99,665,0.06854256854256854,True,64,2,5,2023-12-08,dynotears,252
2024-01-10,99,660,0.06802721088435375,True,53,2,4,2024-01-10,dynotears,252
2024-02-09,99,587,0.060502989074417646,True,48,1,7,2024-02-09,dynotears,252
2024-03-12,99,636,0.0655534941249227,True,46,1,5,2024-03-12,dynotears,252
2024-04-11,99,646,0.0665842094413523,True,34,2,5,2024-04-11,dynotears,252
2024-05-10,99,631,0.06503813646670789,True,46,1,3,2024-05-10,dynotears,252
2024-06-11,99,615,0.06338899196042053,True,44,2,8,2024-06-11,dynotears,252
2024-07-12,99,662,0.06823335394763966,True,54,2,2,2024-07-12,dynotears,252
2024-08-12,99,663,0.06833642547928262,True,53,1,4,2024-08-12,dynotears,252
2024-09-11,99,704,0.07256235827664399,True,50,1,6,2024-09-11,dynotears,252
2024-10-10,99,694,0.07153164296021439,True,47,1,4,2024-10-10,dynotears,252
2024-11-08,99,681,0.07019171304885591,True,60,2,5,2024-11-08,dynotears,252
2007-07-05,99,631,0.06503813646670789,True,48,6,12,2007-07-05,dynotears,378
2007-08-03,99,655,0.06751185322613894,True,47,6,10,2007-08-03,dynotears,378
2007-09-04,99,659,0.06792413935271079,True,46,7,10,2007-09-04,dynotears,378
2007-10-03,99,674,0.06947021232735519,True,48,7,12,2007-10-03,dynotears,378
2007-11-01,99,641,0.0660688517831375,True,52,7,10,2007-11-01,dynotears,378
2007-12-03,99,679,0.06998556998556998,True,45,6,9,2007-12-03,dynotears,378
2008-01-03,99,668,0.06885178313749743,True,50,8,8,2008-01-03,dynotears,378
2008-02-04,99,611,0.06297670583384869,True,50,8,13,2008-02-04,dynotears,378
2008-03-05,99,560,0.05772005772005772,True,42,8,11,2008-03-05,dynotears,378
2008-04-04,99,603,0.06215213358070501,True,55,5,9,2008-04-04,dynotears,378
2008-05-05,99,625,0.06441970727685013,True,42,5,12,2008-05-05,dynotears,378
2008-06-04,99,719,0.0741084312512884,True,53,5,9,2008-06-04,dynotears,378
2008-07-03,99,615,0.06338899196042053,True,48,6,8,2008-07-03,dynotears,378
2008-08-04,99,610,0.06287363430220573,True,51,6,8,2008-08-04,dynotears,378
2008-09-03,99,604,0.06225520511234797,True,49,5,11,2008-09-03,dynotears,378
2008-10-02,99,640,0.06596578025149454,True,53,5,8,2008-10-02,dynotears,378
2008-10-31,99,565,0.05823541537827252,True,40,6,9,2008-10-31,dynotears,378
2008-12-02,99,625,0.06441970727685013,True,48,5,9,2008-12-02,dynotears,378
2009-01-02,99,570,0.05875077303648732,True,46,6,9,2009-01-02,dynotears,378
2009-02-03,99,575,0.05926613069470212,True,41,6,8,2009-02-03,dynotears,378
2009-03-05,99,568,0.0585446299732014,True,37,7,12,2009-03-05,dynotears,378
2009-04-03,99,623,0.06421356421356421,True,43,6,11,2009-04-03,dynotears,378
2009-05-05,99,586,0.060399917542774684,True,45,5,10,2009-05-05,dynotears,378
2009-06-04,99,595,0.06132756132756133,True,50,6,8,2009-06-04,dynotears,378
2009-07-06,99,610,0.06287363430220573,True,45,8,10,2009-07-06,dynotears,378
2009-08-04,99,650,0.06699649556792414,True,42,5,9,2009-08-04,dynotears,378
2009-09-02,99,628,0.06472892187177902,True,44,5,8,2009-09-02,dynotears,378
2009-10-02,99,608,0.0626674912389198,True,56,6,10,2009-10-02,dynotears,378
2009-11-02,99,600,0.06184291898577613,True,47,5,9,2009-11-02,dynotears,378
2009-12-02,99,654,0.06740878169449598,True,50,5,7,2009-12-02,dynotears,378
2010-01-04,99,654,0.06740878169449598,True,58,5,8,2010-01-04,dynotears,378
2010-02-03,99,671,0.0691609977324263,True,50,5,8,2010-02-03,dynotears,378
2010-03-05,99,627,0.06462585034013606,True,51,5,7,2010-03-05,dynotears,378
2010-04-06,99,684,0.07050092764378478,True,54,7,7,2010-04-06,dynotears,378
2010-05-05,99,669,0.06895485466914038,True,50,6,7,2010-05-05,dynotears,378
2010-06-04,99,632,0.06514120799835085,True,53,8,10,2010-06-04,dynotears,378
2010-07-06,99,610,0.06287363430220573,True,41,7,10,2010-07-06,dynotears,378
2010-08-04,99,614,0.06328592042877758,True,45,7,8,2010-08-04,dynotears,378
2010-09-02,99,611,0.06297670583384869,True,50,6,9,2010-09-02,dynotears,378
2010-10-04,99,697,0.07184085755514327,True,47,7,10,2010-10-04,dynotears,378
2010-11-02,99,653,0.06730571016285301,True,49,5,8,2010-11-02,dynotears,378
2010-12-02,99,643,0.06627499484642342,True,58,5,10,2010-12-02,dynotears,378
2011-01-03,99,585,0.06029684601113173,True,44,5,9,2011-01-03,dynotears,378
2011-02-02,99,656,0.0676149247577819,True,47,7,7,2011-02-02,dynotears,378
2011-03-04,99,649,0.06689342403628118,True,49,6,11,2011-03-04,dynotears,378
2011-04-04,99,606,0.06246134817563389,True,39,7,12,2011-04-04,dynotears,378
2011-05-04,99,584,0.06019377447948877,True,47,6,9,2011-05-04,dynotears,378
2011-06-03,99,666,0.0686456400742115,True,36,6,11,2011-06-03,dynotears,378
2011-07-05,99,637,0.06565656565656566,True,51,5,10,2011-07-05,dynotears,378
2011-08-03,99,627,0.06462585034013606,True,50,6,8,2011-08-03,dynotears,378
2011-09-01,99,625,0.06441970727685013,True,43,6,9,2011-09-01,dynotears,378
2011-10-03,99,639,0.06586270871985157,True,48,6,10,2011-10-03,dynotears,378
2011-11-01,99,652,0.06720263863121007,True,44,5,11,2011-11-01,dynotears,378
2011-12-01,99,618,0.06369820655534941,True,45,5,8,2011-12-01,dynotears,378
2012-01-03,99,692,0.07132549989692846,True,65,5,7,2012-01-03,dynotears,378
2012-02-02,99,730,0.07524221809936095,True,53,5,9,2012-02-02,dynotears,378
2012-03-05,99,718,0.07400535971964543,True,52,5,11,2012-03-05,dynotears,378
2012-04-03,99,608,0.0626674912389198,True,46,6,8,2012-04-03,dynotears,378
2012-05-03,99,624,0.06431663574520717,True,40,5,7,2012-05-03,dynotears,378
2012-06-04,99,754,0.077715934858792,True,58,3,8,2012-06-04,dynotears,378
2012-07-03,99,740,0.07627293341579056,True,49,3,8,2012-07-03,dynotears,378
2012-08-02,99,671,0.0691609977324263,True,43,3,8,2012-08-02,dynotears,378
2012-08-31,99,684,0.07050092764378478,True,52,4,5,2012-08-31,dynotears,378
2012-10-02,99,641,0.0660688517831375,True,45,3,10,2012-10-02,dynotears,378
2012-11-02,99,728,0.07503607503607504,True,57,3,9,2012-11-02,dynotears,378
2012-12-04,99,657,0.06771799628942486,True,48,3,8,2012-12-04,dynotears,378
2013-01-04,99,747,0.07699443413729128,True,51,2,6,2013-01-04,dynotears,378
2013-02-05,99,695,0.07163471449185735,True,52,2,7,2013-02-05,dynotears,378
2013-03-07,99,681,0.07019171304885591,True,51,2,7,2013-03-07,dynotears,378
2013-04-08,99,694,0.07153164296021439,True,49,2,5,2013-04-08,dynotears,378
2013-05-07,99,689,0.07101628530199959,True,45,2,8,2013-05-07,dynotears,378
2013-06-06,99,676,0.0696763553906411,True,48,2,7,2013-06-06,dynotears,378
2013-07-08,99,652,0.06720263863121007,True,49,2,8,2013-07-08,dynotears,378
2013-08-06,99,640,0.06596578025149454,True,45,1,6,2013-08-06,dynotears,378
2013-09-05,99,673,0.06936714079571223,True,52,1,8,2013-09-05,dynotears,378
2013-10-04,99,671,0.0691609977324263,True,53,1,8,2013-10-04,dynotears,378
2013-11-04,99,670,0.06905792620078334,True,53,1,11,2013-11-04,dynotears,378
2013-12-04,99,663,0.06833642547928262,True,57,2,7,2013-12-04,dynotears,378
2014-01-06,99,698,0.07194392908678623,True,52,2,7,2014-01-06,dynotears,378
2014-02-05,99,668,0.06885178313749743,True,36,1,7,2014-02-05,dynotears,378
2014-03-07,99,737,0.07596371882086168,True,48,1,6,2014-03-07,dynotears,378
2014-04-07,99,693,0.07142857142857142,True,51,1,8,2014-04-07,dynotears,378
2014-05-07,99,668,0.06885178313749743,True,61,1,5,2014-05-07,dynotears,378
2014-06-06,99,659,0.06792413935271079,True,47,1,7,2014-06-06,dynotears,378
2014-07-08,99,626,0.0645227788084931,True,53,1,5,2014-07-08,dynotears,378
2014-08-06,99,695,0.07163471449185735,True,55,1,3,2014-08-06,dynotears,378
2014-09-05,99,704,0.07256235827664399,True,59,1,4,2014-09-05,dynotears,378
2014-10-06,99,649,0.06689342403628118,True,59,1,4,2014-10-06,dynotears,378
2014-11-04,99,613,0.06318284889713462,True,40,1,5,2014-11-04,dynotears,378
2014-12-04,99,663,0.06833642547928262,True,51,1,5,2014-12-04,dynotears,378
2015-01-06,99,576,0.059369202226345084,True,56,1,9,2015-01-06,dynotears,378
2015-02-05,99,632,0.06514120799835085,True,44,1,6,2015-02-05,dynotears,378
2015-03-09,99,684,0.07050092764378478,True,59,1,7,2015-03-09,dynotears,378
2015-04-08,99,639,0.06586270871985157,True,53,1,9,2015-04-08,dynotears,378
2015-05-07,99,662,0.06823335394763966,True,53,2,4,2015-05-07,dynotears,378
2015-06-08,99,679,0.06998556998556998,True,48,1,4,2015-06-08,dynotears,378
2015-07-08,99,570,0.05875077303648732,True,45,1,11,2015-07-08,dynotears,378
2015-08-06,99,635,0.06545042259327974,True,53,1,5,2015-08-06,dynotears,378
2015-09-04,99,702,0.07235621521335807,True,62,1,6,2015-09-04,dynotears,378
2015-10-06,99,670,0.06905792620078334,True,50,1,4,2015-10-06,dynotears,378
2015-11-04,99,625,0.06441970727685013,True,52,2,7,2015-11-04,dynotears,378
2015-12-04,99,691,0.07122242836528551,True,53,2,5,2015-12-04,dynotears,378
2016-01-06,99,647,0.06668728097299526,True,61,2,8,2016-01-06,dynotears,378
2016-02-05,99,646,0.0665842094413523,True,52,1,5,2016-02-05,dynotears,378
2016-03-08,99,642,0.06617192331478046,True,51,1,6,2016-03-08,dynotears,378
2016-04-07,99,641,0.0660688517831375,True,50,2,7,2016-04-07,dynotears,378
2016-05-06,99,658,0.06782106782106782,True,54,1,3,2016-05-06,dynotears,378
2016-06-07,99,651,0.0670995670995671,True,49,1,6,2016-06-07,dynotears,378
2016-07-07,99,674,0.06947021232735519,True,56,2,8,2016-07-07,dynotears,378
2016-08-05,99,560,0.05772005772005772,True,44,2,10,2016-08-05,dynotears,378
2016-09-06,99,582,0.05998763141620284,True,41,3,6,2016-09-06,dynotears,378
2016-10-05,99,670,0.06905792620078334,True,45,2,8,2016-10-05,dynotears,378
2016-11-03,99,595,0.06132756132756133,True,54,2,7,2016-11-03,dynotears,378
2016-12-05,99,647,0.06668728097299526,True,49,3,6,2016-12-05,dynotears,378
2017-01-05,99,714,0.0735930735930736,True,60,3,6,2017-01-05,dynotears,378
2017-02-06,99,584,0.06019377447948877,True,58,2,2,2017-02-06,dynotears,378
2017-03-08,99,577,0.059472273757988046,True,48,2,10,2017-03-08,dynotears,378
2017-04-06,99,650,0.06699649556792414,True,50,2,7,2017-04-06,dynotears,378
2017-05-08,99,634,0.06534735106163678,True,53,3,8,2017-05-08,dynotears,378
2017-06-07,99,654,0.06740878169449598,True,44,2,10,2017-06-07,dynotears,378
2017-07-07,99,652,0.06720263863121007,True,59,2,5,2017-07-07,dynotears,378
2017-08-07,99,640,0.06596578025149454,True,48,3,5,2017-08-07,dynotears,378
2017-09-06,99,629,0.06483199340342198,True,52,2,6,2017-09-06,dynotears,378
2017-10-05,99,676,0.0696763553906411,True,57,2,6,2017-10-05,dynotears,378
2017-11-03,99,710,0.07318078746650175,True,49,2,7,2017-11-03,dynotears,378
2017-12-05,99,723,0.07452071737786023,True,53,3,6,2017-12-05,dynotears,378
2018-01-05,99,695,0.07163471449185735,True,53,2,7,2018-01-05,dynotears,378
2018-02-06,99,667,0.06874871160585447,True,52,3,6,2018-02-06,dynotears,378
2018-03-08,99,688,0.07091321377035663,True,54,3,7,2018-03-08,dynotears,378
2018-04-09,99,624,0.06431663574520717,True,53,4,7,2018-04-09,dynotears,378
2018-05-08,99,757,0.07802514945372088,True,61,2,8,2018-05-08,dynotears,378
2018-06-07,99,669,0.06895485466914038,True,48,2,8,2018-06-07,dynotears,378
2018-07-09,99,662,0.06823335394763966,True,57,2,5,2018-07-09,dynotears,378
2018-08-07,99,592,0.06101834673263245,True,46,3,6,2018-08-07,dynotears,378
2018-09-06,99,632,0.06514120799835085,True,38,3,8,2018-09-06,dynotears,378
2018-10-05,99,662,0.06823335394763966,True,52,3,11,2018-10-05,dynotears,378
2018-11-05,99,653,0.06730571016285301,True,56,2,6,2018-11-05,dynotears,378
2018-12-06,99,653,0.06730571016285301,True,39,2,5,2018-12-06,dynotears,378
2019-01-08,99,658,0.06782106782106782,True,54,1,5,2019-01-08,dynotears,378
2019-02-07,99,682,0.07029478458049887,True,54,1,5,2019-02-07,dynotears,378
2019-03-11,99,702,0.07235621521335807,True,57,1,4,2019-03-11,dynotears,378
2019-04-09,99,673,0.06936714079571223,True,48,1,7,2019-04-09,dynotears,378
2019-05-09,99,668,0.06885178313749743,True,54,2,4,2019-05-09,dynotears,378
2019-06-10,99,658,0.06782106782106782,True,56,1,10,2019-06-10,dynotears,378
2019-07-10,99,657,0.06771799628942486,True,56,1,6,2019-07-10,dynotears,378
2019-08-08,99,642,0.06617192331478046,True,51,2,9,2019-08-08,dynotears,378
2019-09-09,99,609,0.06277056277056277,True,45,1,8,2019-09-09,dynotears,378
2019-10-08,99,659,0.06792413935271079,True,45,1,6,2019-10-08,dynotears,378
2019-11-06,99,667,0.06874871160585447,True,56,1,7,2019-11-06,dynotears,378
2019-12-06,99,621,0.0640074211502783,True,47,2,8,2019-12-06,dynotears,378
2020-01-08,99,678,0.06988249845392702,True,49,2,5,2020-01-08,dynotears,378
2020-02-07,99,722,0.07441764584621728,True,56,1,5,2020-02-07,dynotears,378
2020-03-10,99,681,0.07019171304885591,True,52,1,5,2020-03-10,dynotears,378
2020-04-08,99,647,0.06668728097299526,True,51,1,7,2020-04-08,dynotears,378
2020-05-08,99,658,0.06782106782106782,True,48,1,7,2020-05-08,dynotears,378
2020-06-09,99,687,0.07081014223871367,True,48,1,9,2020-06-09,dynotears,378
2020-07-09,99,615,0.06338899196042053,True,50,1,7,2020-07-09,dynotears,378
2020-08-07,99,671,0.0691609977324263,True,53,1,7,2020-08-07,dynotears,378
2020-09-08,99,683,0.07039785611214183,True,42,1,6,2020-09-08,dynotears,378
2020-10-07,99,671,0.0691609977324263,True,50,1,6,2020-10-07,dynotears,378
2020-11-05,99,667,0.06874871160585447,True,43,1,5,2020-11-05,dynotears,378
2020-12-07,99,676,0.0696763553906411,True,57,1,3,2020-12-07,dynotears,378
2021-01-07,99,693,0.07142857142857142,True,55,1,5,2021-01-07,dynotears,378
2021-02-08,99,678,0.06988249845392702,True,46,1,8,2021-02-08,dynotears,378
2021-03-10,99,626,0.0645227788084931,True,48,2,8,2021-03-10,dynotears,378
2021-04-09,99,609,0.06277056277056277,True,56,1,6,2021-04-09,dynotears,378
2021-05-10,99,620,0.06390434961863534,True,45,1,7,2021-05-10,dynotears,378
2021-06-09,99,642,0.06617192331478046,True,48,2,4,2021-06-09,dynotears,378
2021-07-09,99,677,0.06977942692228406,True,57,3,5,2021-07-09,dynotears,378
2021-08-09,99,615,0.06338899196042053,True,50,2,4,2021-08-09,dynotears,378
2021-09-08,99,580,0.059781488352916926,True,48,2,3,2021-09-08,dynotears,378
2021-10-07,99,679,0.06998556998556998,True,40,1,6,2021-10-07,dynotears,378
2021-11-05,99,713,0.07349000206143064,True,50,2,6,2021-11-05,dynotears,378
2021-12-07,99,726,0.07482993197278912,True,53,2,5,2021-12-07,dynotears,378
2022-01-06,99,675,0.06957328385899815,True,42,2,5,2022-01-06,dynotears,378
2022-02-07,99,730,0.07524221809936095,True,45,2,4,2022-02-07,dynotears,378
2022-03-09,99,666,0.0686456400742115,True,41,1,7,2022-03-09,dynotears,378
2022-04-07,99,712,0.07338693052978768,True,52,1,6,2022-04-07,dynotears,378
2022-05-09,99,741,0.07637600494743352,True,58,2,5,2022-05-09,dynotears,378
2022-06-08,99,695,0.07163471449185735,True,49,1,5,2022-06-08,dynotears,378
2022-07-11,99,617,0.06359513502370645,True,50,1,7,2022-07-11,dynotears,378
2022-08-09,99,670,0.06905792620078334,True,46,2,4,2022-08-09,dynotears,378
2022-09-08,99,622,0.06411049268192125,True,43,2,7,2022-09-08,dynotears,378
2022-10-07,99,666,0.0686456400742115,True,53,1,6,2022-10-07,dynotears,378
2022-11-07,99,677,0.06977942692228406,True,66,1,5,2022-11-07,dynotears,378
2022-12-07,99,666,0.0686456400742115,True,50,2,5,2022-12-07,dynotears,378
2023-01-09,99,669,0.06895485466914038,True,62,2,4,2023-01-09,dynotears,378
2023-02-08,99,668,0.06885178313749743,True,53,1,6,2023-02-08,dynotears,378
2023-03-10,99,626,0.0645227788084931,True,45,3,3,2023-03-10,dynotears,378
2023-04-11,99,576,0.059369202226345084,True,47,1,5,2023-04-11,dynotears,378
2023-05-10,99,658,0.06782106782106782,True,55,1,8,2023-05-10,dynotears,378
2023-06-09,99,604,0.06225520511234797,True,46,2,8,2023-06-09,dynotears,378
2023-07-12,99,672,0.06926406926406926,True,47,2,7,2023-07-12,dynotears,378
2023-08-10,99,677,0.06977942692228406,True,59,2,6,2023-08-10,dynotears,378
2023-09-11,99,624,0.06431663574520717,True,52,3,4,2023-09-11,dynotears,378
2023-10-10,99,699,0.0720470006184292,True,53,1,6,2023-10-10,dynotears,378
2023-11-08,99,665,0.06854256854256854,True,45,2,4,2023-11-08,dynotears,378
2023-12-08,99,696,0.07173778602350031,True,40,2,1,2023-12-08,dynotears,378
2024-01-10,99,707,0.07287157287157287,True,55,1,4,2024-01-10,dynotears,378
2024-02-09,99,671,0.0691609977324263,True,57,1,6,2024-02-09,dynotears,378
2024-03-12,99,639,0.06586270871985157,True,50,1,4,2024-03-12,dynotears,378
2024-04-11,99,639,0.06586270871985157,True,59,1,2,2024-04-11,dynotears,378
2024-05-10,99,659,0.06792413935271079,True,56,1,1,2024-05-10,dynotears,378
2024-06-11,99,588,0.06060606060606061,True,53,1,9,2024-06-11,dynotears,378
2024-07-12,99,685,0.07060399917542774,True,54,1,2,2024-07-12,dynotears,378
2024-08-12,99,629,0.06483199340342198,True,53,2,5,2024-08-12,dynotears,378
2024-09-11,99,633,0.06524427952999381,True,52,1,3,2024-09-11,dynotears,378
2024-10-10,99,679,0.06998556998556998,True,52,1,5,2024-10-10,dynotears,378
2024-11-08,99,673,0.06936714079571223,True,51,2,6,2024-11-08,dynotears,378
2008-01-03,99,606,0.06246134817563389,True,50,5,13,2008-01-03,dynotears,504
2008-02-04,99,743,0.07658214801071944,True,46,6,11,2008-02-04,dynotears,504
2008-03-05,99,698,0.07194392908678623,True,50,7,10,2008-03-05,dynotears,504
2008-04-04,99,677,0.06977942692228406,True,51,5,12,2008-04-04,dynotears,504
2008-05-05,99,670,0.06905792620078334,True,41,5,11,2008-05-05,dynotears,504
2008-06-04,99,684,0.07050092764378478,True,50,5,9,2008-06-04,dynotears,504
2008-07-03,99,621,0.0640074211502783,True,49,6,11,2008-07-03,dynotears,504
2008-08-04,99,683,0.07039785611214183,True,46,6,8,2008-08-04,dynotears,504
2008-09-03,99,683,0.07039785611214183,True,53,6,10,2008-09-03,dynotears,504
2008-10-02,99,610,0.06287363430220573,True,46,7,12,2008-10-02,dynotears,504
2008-10-31,99,642,0.06617192331478046,True,43,6,9,2008-10-31,dynotears,504
2008-12-02,99,664,0.06843949701092558,True,45,5,9,2008-12-02,dynotears,504
2009-01-02,99,587,0.060502989074417646,True,46,5,10,2009-01-02,dynotears,504
2009-02-03,99,586,0.060399917542774684,True,54,5,8,2009-02-03,dynotears,504
2009-03-05,99,534,0.055040197897340756,True,38,5,10,2009-03-05,dynotears,504
2009-04-03,99,648,0.06679035250463822,True,45,6,10,2009-04-03,dynotears,504
2009-05-05,99,612,0.06307977736549165,True,42,6,9,2009-05-05,dynotears,504
2009-06-04,99,594,0.061224489795918366,True,51,6,9,2009-06-04,dynotears,504
2009-07-06,99,607,0.06256441970727684,True,57,7,7,2009-07-06,dynotears,504
2009-08-04,99,595,0.06132756132756133,True,43,5,7,2009-08-04,dynotears,504
